'259','Canon','Canon EOS-1D X','FullFrame',\N,\N
'260','Canon','Canon EOS 5D','FullFrame',\N,\N
'261','Canon','Canon EOS 5D Mark II','FullFrame',\N,\N
'262','Canon','Canon EOS 5D Mark III','FullFrame','Canon EOS 5D Mark III','<a target="_blank" href="http://www.amazon.com/gp/product/B007FGYZFI/ref=as_li_ss_il?ie=UTF8&camp=1789&creative=390957&creativeASIN=B007FGYZFI&linkCode=as2&tag=michalography-20"><img border="0" src="http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B007FGYZFI&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=michalography-20"/></a><img src="http://ir-na.amazon-adsystem.com/e/ir?t=michalography-20&l=as2&o=1&a=B007FGYZFI" width="1" height="1" border="0" alt="" style="border:none !important; margin:0px !important;" />'
'372','Nikon','NIKON D70','APSC',\N,\N
'373','Nikon','NIKON D70s','APSC',\N,\N
'375','Nikon','NIKON D80','APSC',\N,\N
'376','Nikon','NIKON D90','APSC','Nikon D90','<a target="_blank" href="http://www.amazon.com/gp/product/B001ET5U92/ref=as_li_ss_il?ie=UTF8&camp=1789&creative=390957&creativeASIN=B001ET5U92&linkCode=as2&tag=michalography-20"><img border="0" src="http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B001ET5U92&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=michalography-20"/></a><img src="http://ir-na.amazon-adsystem.com/e/ir?t=michalography-20&l=as2&o=1&a=B001ET5U92" width="1" height="1" border="0" alt="" style="border:none !important; margin:0px !important;" />'
'377','Nikon','NIKON D300S','APSC','Nikon D300S',\N
'378','Nikon','NIKON D300','APSC',\N,\N
'379','Nikon','NIKON D200','APSC',\N,\N
'380','Nikon','NIKON D100','APSC',\N,\N
'381','Nikon','NIKON 1 V1','OneInch',\N,\N
'382','Nikon','NIKON 1 V2','OneInch',\N,\N
'383','Nikon','NIKON 1 J1','OneInch',\N,\N
'384','Nikon','NIKON 1 J2','OneInch',\N,\N
'386','Nikon','NIKON 1 S1','OneInch',\N,\N
'387','Nikon','COOLPIX S550','Compact',\N,\N
'388','Nikon','COOLPIX S31','Compact',\N,\N
'389','Nikon','COOLPIX L110','Compact',\N,\N
'390','Nikon','COOLPIX L120','Compact',\N,\N
'391','Nikon','COOLPIX L810','Compact',\N,\N
'392','Nikon','COOLPIX P100','Compact',\N,\N
'393','Nikon','COOLPIX P300','Compact',\N,\N
'394','Nikon','COOLPIX P310','Compact',\N,\N
'395','Nikon','COOLPIX P500','Compact',\N,\N
'396','Nikon','COOLPIX P510','Compact',\N,\N
